"","kind","spec","prolific_id","rating","prompt_type"
"192","natural kind","Tiger","60199b0a7384e30ddf3a7c55","1","member"
"193","natural kind","Tiger","60a97341861238ce108f9f50","5","member"
"194","natural kind","Tiger","5f566443352f600826449f4b","1","member"
"195","natural kind","Tiger","5ea2cf6f2888de038404188d","6","member"
"196","natural kind","Tiger","5efa455b7a38f2145071c23e","4","member"
"197","natural kind","Tiger","62b21a014febc9d365029b79","7","member"
"198","natural kind","Tiger","603faf859a4ec30978289bb8","3","member"
"199","natural kind","Tiger","60aad516e34718d318bfb44d","2","member"
"200","natural kind","Tiger","5eb58ac5307b420a604cb4cf","5","member"
"201","artifact","Fork ","628794619215a22e47b640bd","2","member"
"202","artifact","Fork ","62ed7304603710301dcf5dee","1","member"
"203","artifact","Fork ","5e52803583c96c28bbb95f2b","3","member"
"204","artifact","Fork ","60ce6b0047a115f81d3b6658","3","member"
"205","artifact","Fork ","61f2acbfa09e72f23cbaf6ed","2","member"
"206","artifact","Fork ","6108b8adf055193355c51121","7","member"
"207","artifact","Fork ","5fbbdfc2b3efb70009d81cf3","3","member"
"208","artifact","Fork ","60806d3f13bfdebc3a2dfcc5","2","member"
"209","artifact","Fork ","62d14cb0418c96de31ab4f37","6","member"
"210","artifact","Fork ","6005331b282af2704b3e9854","7","member"
"211","artifact","Fork ","60c077729b5da5d988ffb7c0","2","member"
"212","artifact","Fork ","59dfcd07e75b450001a68f05@email.prolific.co","1","member"
"213","artifact","Fork ","5cec316d7d69950001cdace2","1","member"
"214","artifact","Fork ","601878814d91481231c83ecf","5","member"
"215","artifact","Fork ","5e14de687d9adf000b603402","5","member"
"216","artifact","Fork ","5dae1520eeac2100152778a9","2","member"
"217","artifact","Fork ","62ec4b4c7027e093f9048e5d","2","member"
"218","artifact","Fork ","58fdcd2be219d00001ee5aa0","1","member"
"219","artifact","Fork ","5de672702cf2045ed734e846","2","member"
"220","artifact","Fork ","5e249775e8ff3a7159953291","6","member"
"221","artifact","Fork ","5d51d781dc299300183ce5e2","7","member"
"222","artifact","Fork ","5c3d76866ce2f80001317da2","7","member"
"223","artifact","Fork ","60fd281395d5a91134210732","1","member"
"224","artifact","Fork ","61072325706bc0ff7b1fdb93","2","member"
"225","artifact","Fork ","62e02606dd578dae3e6c1894","4","member"
"226","artifact","Fork ","5d20e5aea3262d0017af1588","2","member"
"227","artifact","Fork ","6017df63bb02083698436ead","4","member"
"228","artifact","Fork ","612683e6ceb3e6918fb0863a","3","member"
"229","artifact","Fork ","5edbd346b3747c0a66b63e0d","1","member"
"230","artifact","Fork ","5f6c238ed9915e19408f161b","1","member"
"231","artifact","Fork ","61424b1673fc4394db65bc53","4","member"
"232","artifact","Fork ","5ec3d4ca7207c9249050bb0a","3","member"
"233","artifact","Fork ","5fd50a355025422fd25bb05b","3","member"
"234","artifact","Fork ","5f356dd86c71333977ed00e1","1","member"
"235","artifact","Fork ","61102f9292f5e6301b5bea45","1","member"
"236","artifact","Fork ","5d83b4c19358b400013494e8","4","member"
"237","artifact","Fork ","6075e12159e69162ee283711","5","member"
"238","artifact","Fork ","6093db807d15df55e6990a28","7","member"
"239","artifact","Fork ","62b495a707bd4eb65ab81728","5","member"
"240","artifact","Fork ","60459f654004876e609870e9","5","member"
"241","artifact","Fork ","5a87116c1904200001560982","7","member"
"242","artifact","Fork ","60199b0a7384e30ddf3a7c55","2","member"
"243","artifact","Fork ","60a97341861238ce108f9f50","3","member"
"244","artifact","Fork ","5f566443352f600826449f4b","4","member"
"245","artifact","Fork ","5ea2cf6f2888de038404188d","5","member"
"246","artifact","Fork ","5efa455b7a38f2145071c23e","7","member"
"247","artifact","Fork ","62b21a014febc9d365029b79","7","member"
"248","artifact","Fork ","603faf859a4ec30978289bb8","3","member"
"249","artifact","Fork ","60aad516e34718d318bfb44d","2","member"
"250","artifact","Fork ","5eb58ac5307b420a604cb4cf","4","member"
"251","abstract concept","Scientist ","628794619215a22e47b640bd","1","member"
"252","abstract concept","Scientist ","62ed7304603710301dcf5dee","1","member"
"253","abstract concept","Scientist ","5e52803583c96c28bbb95f2b","1","member"
"254","abstract concept","Scientist ","60ce6b0047a115f81d3b6658","3","member"
"255","abstract concept","Scientist ","61f2acbfa09e72f23cbaf6ed","1","member"
"256","abstract concept","Scientist ","6108b8adf055193355c51121","5","member"
"257","abstract concept","Scientist ","5fbbdfc2b3efb70009d81cf3","2","member"
"258","abstract concept","Scientist ","60806d3f13bfdebc3a2dfcc5","2","member"
"259","abstract concept","Scientist ","62d14cb0418c96de31ab4f37","4","member"
"260","abstract concept","Scientist ","6005331b282af2704b3e9854","7","member"
"261","abstract concept","Scientist ","60c077729b5da5d988ffb7c0","2","member"
"262","abstract concept","Scientist ","59dfcd07e75b450001a68f05@email.prolific.co","4","member"
"263","abstract concept","Scientist ","5cec316d7d69950001cdace2","6","member"
"264","abstract concept","Scientist ","601878814d91481231c83ecf","7","member"
"265","abstract concept","Scientist ","5e14de687d9adf000b603402","1","member"
"266","abstract concept","Scientist ","5dae1520eeac2100152778a9","2","member"
"267","abstract concept","Scientist ","62ec4b4c7027e093f9048e5d","1","member"
"268","abstract concept","Scientist ","58fdcd2be219d00001ee5aa0","3","member"
"269","abstract concept","Scientist ","5de672702cf2045ed734e846","2","member"
"270","abstract concept","Scientist ","5e249775e8ff3a7159953291","2","member"
"271","abstract concept","Scientist ","5d51d781dc299300183ce5e2","7","member"
"272","abstract concept","Scientist ","5c3d76866ce2f80001317da2","1","member"
"273","abstract concept","Scientist ","60fd281395d5a91134210732","1","member"
"274","abstract concept","Scientist ","61072325706bc0ff7b1fdb93","2","member"
"275","abstract concept","Scientist ","62e02606dd578dae3e6c1894","6","member"
"276","abstract concept","Scientist ","5d20e5aea3262d0017af1588","4","member"
"277","abstract concept","Scientist ","6017df63bb02083698436ead","4","member"
"278","abstract concept","Scientist ","612683e6ceb3e6918fb0863a","5","member"
"279","abstract concept","Scientist ","5edbd346b3747c0a66b63e0d","1","member"
"280","abstract concept","Scientist ","5f6c238ed9915e19408f161b","1","member"
"281","abstract concept","Scientist ","61424b1673fc4394db65bc53","1","member"
"282","abstract concept","Scientist ","5ec3d4ca7207c9249050bb0a","2","member"
"283","abstract concept","Scientist ","5fd50a355025422fd25bb05b","1","member"
"284","abstract concept","Scientist ","5f356dd86c71333977ed00e1","6","member"
"285","abstract concept","Scientist ","61102f9292f5e6301b5bea45","2","member"
"286","abstract concept","Scientist ","5d83b4c19358b400013494e8","5","member"
"287","abstract concept","Scientist ","6075e12159e69162ee283711","1","member"
"288","abstract concept","Scientist ","6093db807d15df55e6990a28","2","member"
"289","abstract concept","Scientist ","62b495a707bd4eb65ab81728","4","member"
"290","abstract concept","Scientist ","60459f654004876e609870e9","3","member"
"291","abstract concept","Scientist ","5a87116c1904200001560982","7","member"
"292","abstract concept","Scientist ","60199b0a7384e30ddf3a7c55","1","member"
"293","abstract concept","Scientist ","60a97341861238ce108f9f50","4","member"
"294","abstract concept","Scientist ","5f566443352f600826449f4b","4","member"
"295","abstract concept","Scientist ","5ea2cf6f2888de038404188d","4","member"
"296","abstract concept","Scientist ","5efa455b7a38f2145071c23e","2","member"
"297","abstract concept","Scientist ","62b21a014febc9d365029b79","1","member"
"298","abstract concept","Scientist ","603faf859a4ec30978289bb8","3","member"
"299","abstract concept","Scientist ","60aad516e34718d318bfb44d","4","member"
"300","abstract concept","Scientist ","5eb58ac5307b420a604cb4cf","2","member"
"301","natural kind","Helium ","628794619215a22e47b640bd","1","member"
"302","natural kind","Helium ","62ed7304603710301dcf5dee","1","member"
"303","natural kind","Helium ","5e52803583c96c28bbb95f2b","4","member"
"304","natural kind","Helium ","60ce6b0047a115f81d3b6658","1","member"
"305","natural kind","Helium ","61f2acbfa09e72f23cbaf6ed","1","member"
"306","natural kind","Helium ","6108b8adf055193355c51121","1","member"
"307","natural kind","Helium ","5fbbdfc2b3efb70009d81cf3","2","member"
"308","natural kind","Helium ","60806d3f13bfdebc3a2dfcc5","2","member"
"309","natural kind","Helium ","62d14cb0418c96de31ab4f37","1","member"
"310","natural kind","Helium ","6005331b282af2704b3e9854","6","member"
"311","natural kind","Helium ","60c077729b5da5d988ffb7c0","2","member"
"312","natural kind","Helium ","59dfcd07e75b450001a68f05@email.prolific.co","1","member"
"313","natural kind","Helium ","5cec316d7d69950001cdace2","5","member"
"314","natural kind","Helium ","601878814d91481231c83ecf","5","member"
"315","natural kind","Helium ","5e14de687d9adf000b603402","2","member"
"316","natural kind","Helium ","5dae1520eeac2100152778a9","1","member"
"317","natural kind","Helium ","62ec4b4c7027e093f9048e5d","3","member"
"318","natural kind","Helium ","58fdcd2be219d00001ee5aa0","1","member"
"319","natural kind","Helium ","5de672702cf2045ed734e846","1","member"
"320","natural kind","Helium ","5e249775e8ff3a7159953291","1","member"
"321","natural kind","Helium ","5d51d781dc299300183ce5e2","2","member"
"322","natural kind","Helium ","5c3d76866ce2f80001317da2","1","member"
"323","natural kind","Helium ","60fd281395d5a91134210732","1","member"
"324","natural kind","Helium ","61072325706bc0ff7b1fdb93","4","member"
"325","natural kind","Helium ","62e02606dd578dae3e6c1894","4","member"
"326","natural kind","Helium ","5d20e5aea3262d0017af1588","2","member"
"327","natural kind","Helium ","6017df63bb02083698436ead","4","member"
"328","natural kind","Helium ","612683e6ceb3e6918fb0863a","4","member"
"329","natural kind","Helium ","5edbd346b3747c0a66b63e0d","1","member"
"330","natural kind","Helium ","5f6c238ed9915e19408f161b","1","member"
"331","natural kind","Helium ","61424b1673fc4394db65bc53","6","member"
"332","natural kind","Helium ","5ec3d4ca7207c9249050bb0a","3","member"
"333","natural kind","Helium ","5fd50a355025422fd25bb05b","1","member"
"334","natural kind","Helium ","5f356dd86c71333977ed00e1","1","member"
"335","natural kind","Helium ","61102f9292f5e6301b5bea45","1","member"
"336","natural kind","Helium ","5d83b4c19358b400013494e8","5","member"
"337","natural kind","Helium ","6075e12159e69162ee283711","3","member"
"338","natural kind","Helium ","6093db807d15df55e6990a28","1","member"
"339","natural kind","Helium ","62b495a707bd4eb65ab81728","1","member"
"340","natural kind","Helium ","60459f654004876e609870e9","5","member"
"341","natural kind","Helium ","5a87116c1904200001560982","7","member"
"342","natural kind","Helium ","60199b0a7384e30ddf3a7c55","1","member"
"343","natural kind","Helium ","60a97341861238ce108f9f50","4","member"
"344","natural kind","Helium ","5f566443352f600826449f4b","1","member"
"345","natural kind","Helium ","5ea2cf6f2888de038404188d","6","member"
"346","natural kind","Helium ","5efa455b7a38f2145071c23e","1","member"
"347","natural kind","Helium ","62b21a014febc9d365029b79","5","member"
"348","natural kind","Helium ","603faf859a4ec30978289bb8","3","member"
"349","natural kind","Helium ","60aad516e34718d318bfb44d","1","member"
"350","natural kind","Helium ","5eb58ac5307b420a604cb4cf","2","member"
"351","artifact","Kettle ","628794619215a22e47b640bd","3","member"
"352","artifact","Kettle ","62ed7304603710301dcf5dee","1","member"
"353","artifact","Kettle ","5e52803583c96c28bbb95f2b","2","member"
"354","artifact","Kettle ","60ce6b0047a115f81d3b6658","2","member"
"355","artifact","Kettle ","61f2acbfa09e72f23cbaf6ed","1","member"
"356","artifact","Kettle ","6108b8adf055193355c51121","6","member"
"357","artifact","Kettle ","5fbbdfc2b3efb70009d81cf3","2","member"
"358","artifact","Kettle ","60806d3f13bfdebc3a2dfcc5","1","member"
"359","artifact","Kettle ","62d14cb0418c96de31ab4f37","5","member"
"360","artifact","Kettle ","6005331b282af2704b3e9854","6","member"
"361","artifact","Kettle ","60c077729b5da5d988ffb7c0","2","member"
"362","artifact","Kettle ","59dfcd07e75b450001a68f05@email.prolific.co","1","member"
"363","artifact","Kettle ","5cec316d7d69950001cdace2","1","member"
"364","artifact","Kettle ","601878814d91481231c83ecf","4","member"
"365","artifact","Kettle ","5e14de687d9adf000b603402","1","member"
"366","artifact","Kettle ","5dae1520eeac2100152778a9","2","member"
"367","artifact","Kettle ","62ec4b4c7027e093f9048e5d","3","member"
"368","artifact","Kettle ","58fdcd2be219d00001ee5aa0","1","member"
"369","artifact","Kettle ","5de672702cf2045ed734e846","2","member"
"370","artifact","Kettle ","5e249775e8ff3a7159953291","1","member"
"371","artifact","Kettle ","5d51d781dc299300183ce5e2","5","member"
"372","artifact","Kettle ","5c3d76866ce2f80001317da2","1","member"
"373","artifact","Kettle ","60fd281395d5a91134210732","1","member"
"374","artifact","Kettle ","61072325706bc0ff7b1fdb93","3","member"
"375","artifact","Kettle ","62e02606dd578dae3e6c1894","2","member"
"376","artifact","Kettle ","5d20e5aea3262d0017af1588","2","member"
"377","artifact","Kettle ","6017df63bb02083698436ead","5","member"
"378","artifact","Kettle ","612683e6ceb3e6918fb0863a","4","member"
"379","artifact","Kettle ","5edbd346b3747c0a66b63e0d","1","member"
"380","artifact","Kettle ","5f6c238ed9915e19408f161b","1","member"
"381","artifact","Kettle ","61424b1673fc4394db65bc53","1","member"
"382","artifact","Kettle ","5ec3d4ca7207c9249050bb0a","3","member"
"383","artifact","Kettle ","5fd50a355025422fd25bb05b","2","member"
"384","artifact","Kettle ","5f356dd86c71333977ed00e1","1","member"
"385","artifact","Kettle ","61102f9292f5e6301b5bea45","1","member"
"386","artifact","Kettle ","5d83b4c19358b400013494e8","1","member"
"387","artifact","Kettle ","6075e12159e69162ee283711","2","member"
"388","artifact","Kettle ","6093db807d15df55e6990a28","6","member"
"389","artifact","Kettle ","62b495a707bd4eb65ab81728","1","member"
"390","artifact","Kettle ","60459f654004876e609870e9","3","member"
"391","artifact","Kettle ","5a87116c1904200001560982","3","member"
"392","artifact","Kettle ","60199b0a7384e30ddf3a7c55","1","member"
"393","artifact","Kettle ","60a97341861238ce108f9f50","2","member"
"394","artifact","Kettle ","5f566443352f600826449f4b","3","member"
"395","artifact","Kettle ","5ea2cf6f2888de038404188d","3","member"
"396","artifact","Kettle ","5efa455b7a38f2145071c23e","1","member"
"397","artifact","Kettle ","62b21a014febc9d365029b79","2","member"
"398","artifact","Kettle ","603faf859a4ec30978289bb8","3","member"
"399","artifact","Kettle ","60aad516e34718d318bfb44d","1","member"
"400","artifact","Kettle ","5eb58ac5307b420a604cb4cf","4","member"
"401","control precise definition","Square ","628794619215a22e47b640bd","1","member"
